ID,Title,URL,Image,Description,Price,Old price,Currency,custom_label_0
1,,,,,,,RUB,Фасад
2,,,,,,,RUB,Фасад
3,,,,,,,RUB,Фасад
4,,,,,,,RUB,Фасад
5,,,,,,,RUB,Фасад
6,,,,,,,RUB,Фасад
7,,,,,,,RUB,Фасад
8,,,,,,,RUB,Фасад
